stem,pre_med,pre_n,C1_med,C1_n,C2_med,C2_n,C4_med,C4_n,C5_med,C5_n
ank_0_10,3.5727471516299905,53,2.6626517240809093,73,0.8998948077982457,66,2.256271375826662,52,1.6402440300803567,71
ank_0_16,1.7794117572928982,77,0.8347050057221473,107,0.5421504071347707,111,0.4952938979474683,78,0.6809459219891401,118
ank_0_30,3.446224904304089,34,4.011042429961758,26,2.653225822959103,27,3.601136086972562,28,2.7137535695456236,44
ank_0_41,2.1414429988142,32,1.436598841640022,55,1.0429294091864127,64,1.1223671774767883,53,1.2337350559044897,58
ank_10_1,1.4076327083073523,74,1.120869835543223,79,0.6903921994160779,136,1.218508846503443,103,0.6149029783462715,120
ank_11_14,1.8192047515453464,53,1.637288128798515,75,0.705341244485446,95,1.8771266180161312,74,1.0382420488482649,73
ank_12_21,3.6687100519133344,55,4.029794351638017,40,2.451205806727424,47,3.793138119489198,42,3.1826377128718324,60
ank_12_28,4.148737253943167,29,3.09556822932422,28,2.2831478520689794,36,3.3929659685460005,23,2.6038764844361344,45
ank_12_35,1.8827222694319123,56,1.0894153701149734,103,0.4812409514389565,193,0.6110931631032603,102,0.4915517653319108,160
ank_13_12,1.8296589099999625,83,1.2837803662001095,94,0.7578957253276124,109,1.4575049776553228,92,0.8219541216923009,136
ank_13_17,2.40932319308119,48,1.7409732883207887,53,1.4397800951297488,77,1.2349162593860568,49,1.2404746397195228,65
ank_13_21,2.361124845412062,56,2.2861305445300504,46,2.2692825711812,71,2.547209137758303,57,3.050197232181647,72
ank_13_29,2.4747231628745565,44,2.160060609718385,43,1.370405262336337,64,1.8510307240512271,51,2.2949077555084387,67
ank_13_34,2.6576811136475333,21,4.551953036885635,23,2.421337944125082,35,3.706311685599154,34,3.329178739231718,35
ank_13_6,1.8831103007537435,72,1.013167993019998,84,0.4803374123451144,152,0.7576109056325084,109,0.5414863931497413,136
