stem,pre_med,pre_n,C1_med,C1_n,C2_med,C2_n,C4_med,C4_n,C5_med,C5_n
ank_0_10,3.5727471516299905,53,2.361161646753371,67,1.4218605185560573,75,2.360482274158096,56,1.5271595268473044,90
ank_0_16,1.7794117572928982,77,0.7841353487745958,105,0.5266284074513609,106,0.7121797313451182,81,0.5815998383683543,130
ank_0_30,3.446224904304089,34,3.1897077060228796,24,3.151819841391979,31,2.949462090845804,33,2.376531486999771,36
ank_0_41,2.1414429988142,32,1.212412532747052,48,0.896490602596046,51,1.0665016893126082,38,0.7620578788098822,58
ank_10_1,1.4076327083073523,74,1.0327507441444062,86,0.8402291829553652,139,1.0591252093237733,100,0.8255376747719427,138
ank_11_14,1.8192047515453464,53,1.4011545679294093,63,0.601370672182965,90,2.8597467834634775,74,1.5030831660308694,86
ank_12_21,3.6687100519133344,55,3.6466172140829505,45,3.1981846033533623,65,3.348618450513905,36,3.196202932320701,61
ank_12_28,4.148737253943167,29,2.9469474702414806,38,3.119975939293985,36,3.641399115291599,37,2.2930630772336262,38
ank_12_35,1.8827222694319123,56,0.9086331882330186,86,0.473714141924834,199,0.8373012035487852,104,0.46255861382224944,171
ank_13_12,1.8296589099999625,83,1.1987954400550005,75,0.7674445277969002,118,1.5496544541742703,110,0.8343958158321525,111
ank_13_17,2.40932319308119,48,2.2680563177872712,52,1.0620723245250434,54,1.9023844149898124,69,1.5031859567819923,71
ank_13_21,2.361124845412062,56,2.3871069251695367,49,2.4301414598541724,64,2.579744029859587,58,2.555831927047569,73
ank_13_29,2.4747231628745565,44,2.355340256867024,46,0.9536200664726943,54,1.8564655093219862,48,1.4769962661630314,74
ank_13_34,2.6576811136475333,21,3.271022680722164,17,3.5377142535627732,33,3.492797878509591,24,4.266311667931661,37
ank_13_6,1.8831103007537435,72,1.2084453488726057,106,0.5915115947273886,162,0.7365401271668846,106,0.5951065237823817,141
ank_14_33,3.023045039824054,24,1.0233465707489189,40,0.9058185384953534,49,0.9297281394574899,45,0.9682132117851214,66
ank_14_9,2.641791696683742,60,1.4764711607193464,79,1.352758203414608,88,1.5506230178941771,68,1.2719286244043964,105
ank_15_22,3.388774697360242,47,2.660712854082119,61,1.4442926245128216,66,2.3269675460581096,63,1.4414956559485714,83
ank_15_41,3.6136167013673552,30,1.4535877568383109,31,1.732386655862457,44,2.6977187688368853,41,1.6820578230394025,65
ank_15_6,2.5788618794043954,58,1.085996716450769,89,0.49883491662489643,161,1.1047881786299176,90,0.5935406809718792,125
ank_16_36,3.8246085668434584,11,5.384415283449814,18,2.3651143761660256,28,3.147022509040809,13,3.045856030350941,25
ank_16_9,2.458009300731516,38,1.386887516091407,61,0.8069231846778252,85,2.0536431224007714,68,1.4456462432770951,97
ank_17_17,3.2964406701328497,62,2.60520863395874,55,2.3797745911353245,51,3.2383891696450275,37,2.862509469409065,60
ank_17_19,2.732016847994027,55,2.4465200712415687,59,2.04671471262685,77,2.6919817035325897,64,2.4427818859229147,64
ank_17_22,4.044052899922436,41,2.373272379551887,38,1.9284831245386647,39,2.5454986545356686,66,2.9579982405040894,69
